pathway	ID
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C10822
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C10824
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C10826
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C10827
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C10829
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C11437
map01066:Biosynthesis of alkaloids derived from terpenoid and polyketide	C15610
map01070:Biosynthesis of plant hormones	C00019
map01070:Biosynthesis of plant hormones	C00020
map01070:Biosynthesis of plant hormones	C00022
map01070:Biosynthesis of plant hormones	C00024
map01070:Biosynthesis of plant hormones	C00026
map01070:Biosynthesis of plant hormones	C00036
map01070:Biosynthesis of plant hormones	C00042
map01070:Biosynthesis of plant hormones	C00049
map01070:Biosynthesis of plant hormones	C00073
map01070:Biosynthesis of plant hormones	C00074
map01070:Biosynthesis of plant hormones	C00078
map01070:Biosynthesis of plant hormones	C00079
map01070:Biosynthesis of plant hormones	C00083
map01070:Biosynthesis of plant hormones	C00091
map01070:Biosynthesis of plant hormones	C00108
map01070:Biosynthesis of plant hormones	C00118
map01070:Biosynthesis of plant hormones	C00119
map01070:Biosynthesis of plant hormones	C00122
map01070:Biosynthesis of plant hormones	C00129
map01070:Biosynthesis of plant hormones	C00130
map01070:Biosynthesis of plant hormones	C00149
map01070:Biosynthesis of plant hormones	C00154
map01070:Biosynthesis of plant hormones	C00158
map01070:Biosynthesis of plant hormones	C00197
map01070:Biosynthesis of plant hormones	C00235
map01070:Biosynthesis of plant hormones	C00251
map01070:Biosynthesis of plant hormones	C00267
map01070:Biosynthesis of plant hormones	C00279
map01070:Biosynthesis of plant hormones	C00311
map01070:Biosynthesis of plant hormones	C00341
map01070:Biosynthesis of plant hormones	C00353
map01070:Biosynthesis of plant hormones	C00356
map01070:Biosynthesis of plant hormones	C00371
map01070:Biosynthesis of plant hormones	C00412
map01070:Biosynthesis of plant hormones	C00417
map01070:Biosynthesis of plant hormones	C00418
map01070:Biosynthesis of plant hormones	C00423
map01070:Biosynthesis of plant hormones	C00448
map01070:Biosynthesis of plant hormones	C00493
map01070:Biosynthesis of plant hormones	C00668
map01070:Biosynthesis of plant hormones	C00751
map01070:Biosynthesis of plant hormones	C00805
map01070:Biosynthesis of plant hormones	C00859
map01070:Biosynthesis of plant hormones	C00885
map01070:Biosynthesis of plant hormones	C00954
map01070:Biosynthesis of plant hormones	C01054
map01070:Biosynthesis of plant hormones	C01234
map01070:Biosynthesis of plant hormones	C01789
map01070:Biosynthesis of plant hormones	C01902
map01070:Biosynthesis of plant hormones	C02094
map01070:Biosynthesis of plant hormones	C04691
map01070:Biosynthesis of plant hormones	C04780
map01070:Biosynthesis of plant hormones	C05345
map01070:Biosynthesis of plant hormones	C05413
map01070:Biosynthesis of plant hormones	C05432
map01070:Biosynthesis of plant hormones	C06082
map01070:Biosynthesis of plant hormones	C06089
map01070:Biosynthesis of plant hormones	C06090
map01070:Biosynthesis of plant hormones	C06093
map01070:Biosynthesis of plant hormones	C06098
map01070:Biosynthesis of plant hormones	C06427
map01070:Biosynthesis of plant hormones	C06547
map01070:Biosynthesis of plant hormones	C08491
map01070:Biosynthesis of plant hormones	C08814
map01070:Biosynthesis of plant hormones	C09190
map01070:Biosynthesis of plant hormones	C11434
map01070:Biosynthesis of plant hormones	C11437
map01070:Biosynthesis of plant hormones	C15545
map01100:Metabolic pathways	C00001
map01100:Metabolic pathways	C00002
map01100:Metabolic pathways	C00003
map01100:Metabolic pathways	C00004
map01100:Metabolic pathways	C00005
map01100:Metabolic pathways	C00006
map01100:Metabolic pathways	C00007
map01100:Metabolic pathways	C00008
map01100:Metabolic pathways	C00010
map01100:Metabolic pathways	C00011
map01100:Metabolic pathways	C00012
map01100:Metabolic pathways	C00014
map01100:Metabolic pathways	C00015
map01100:Metabolic pathways	C00016
map01100:Metabolic pathways	C00018
map01100:Metabolic pathways	C00019
map01100:Metabolic pathways	C00020
map01100:Metabolic pathways	C00021
map01100:Metabolic pathways	C00022
map01100:Metabolic pathways	C00024
map01100:Metabolic pathways	C00025
map01100:Metabolic pathways	C00026
map01100:Metabolic pathways	C00029
map01100:Metabolic pathways	C00031
map01100:Metabolic pathways	C00032
map01100:Metabolic pathways	C00033
map01100:Metabolic pathways	C00034
map01100:Metabolic pathways	C00035
map01100:Metabolic pathways	C00036
map01100:Metabolic pathways	C00037
map01100:Metabolic pathways	C00039
map01100:Metabolic pathways	C00041
map01100:Metabolic pathways	C00042
map01100:Metabolic pathways	C00043
map01100:Metabolic pathways	C00044
map01100:Metabolic pathways	C00046
map01100:Metabolic pathways	C00047
map01100:Metabolic pathways	C00048
map01100:Metabolic pathways	C00049
map01100:Metabolic pathways	C00051
map01100:Metabolic pathways	C00052
map01100:Metabolic pathways	C00053
map01100:Metabolic pathways	C00054
map01100:Metabolic pathways	C00055
map01100:Metabolic pathways	C00058
map01100:Metabolic pathways	C00059
map01100:Metabolic pathways	C00061
map01100:Metabolic pathways	C00062
map01100:Metabolic pathways	C00063
map01100:Metabolic pathways	C00064
map01100:Metabolic pathways	C00065
map01100:Metabolic pathways	C00067
map01100:Metabolic pathways	C00068
map01100:Metabolic pathways	C00072
map01100:Metabolic pathways	C00073
map01100:Metabolic pathways	C00074
map01100:Metabolic pathways	C00075
map01100:Metabolic pathways	C00077
map01100:Metabolic pathways	C00078
map01100:Metabolic pathways	C00079
map01100:Metabolic pathways	C00080
map01100:Metabolic pathways	C00081
map01100:Metabolic pathways	C00082
map01100:Metabolic pathways	C00083
map01100:Metabolic pathways	C00084
map01100:Metabolic pathways	C00085
map01100:Metabolic pathways	C00086
map01100:Metabolic pathways	C00087
map01100:Metabolic pathways	C00088
map01100:Metabolic pathways	C00089
map01100:Metabolic pathways	C00090
map01100:Metabolic pathways	C00091
map01100:Metabolic pathways	C00092
map01100:Metabolic pathways	C00093
map01100:Metabolic pathways	C00094
map01100:Metabolic pathways	C00095
map01100:Metabolic pathways	C00096
map01100:Metabolic pathways	C00097
map01100:Metabolic pathways	C00099
map01100:Metabolic pathways	C00100
map01100:Metabolic pathways	C00101
map01100:Metabolic pathways	C00103
map01100:Metabolic pathways	C00104
map01100:Metabolic pathways	C00105
map01100:Metabolic pathways	C00106
map01100:Metabolic pathways	C00108
map01100:Metabolic pathways	C00109
map01100:Metabolic pathways	C00110
map01100:Metabolic pathways	C00111
map01100:Metabolic pathways	C00112
map01100:Metabolic pathways	C00114
map01100:Metabolic pathways	C00116
map01100:Metabolic pathways	C00117
map01100:Metabolic pathways	C00118
map01100:Metabolic pathways	C00119
map01100:Metabolic pathways	C00120
map01100:Metabolic pathways	C00121
map01100:Metabolic pathways	C00122
map01100:Metabolic pathways	C00123
map01100:Metabolic pathways	C00124
map01100:Metabolic pathways	C00127
map01100:Metabolic pathways	C00128
map01100:Metabolic pathways	C00129
map01100:Metabolic pathways	C00130
map01100:Metabolic pathways	C00131
map01100:Metabolic pathways	C00132
map01100:Metabolic pathways	C00133
map01100:Metabolic pathways	C00134
map01100:Metabolic pathways	C00135
map01100:Metabolic pathways	C00136
map01100:Metabolic pathways	C00137
map01100:Metabolic pathways	C00140
map01100:Metabolic pathways	C00141
map01100:Metabolic pathways	C00143
map01100:Metabolic pathways	C00144
map01100:Metabolic pathways	C00146
map01100:Metabolic pathways	C00147
map01100:Metabolic pathways	C00148
map01100:Metabolic pathways	C00149
map01100:Metabolic pathways	C00152
map01100:Metabolic pathways	C00153
map01100:Metabolic pathways	C00154
map01100:Metabolic pathways	C00155
map01100:Metabolic pathways	C00156
map01100:Metabolic pathways	C00157
map01100:Metabolic pathways	C00158
map01100:Metabolic pathways	C00159
map01100:Metabolic pathways	C00160
map01100:Metabolic pathways	C00163
map01100:Metabolic pathways	C00164
map01100:Metabolic pathways	C00166
map01100:Metabolic pathways	C00167
map01100:Metabolic pathways	C00168
map01100:Metabolic pathways	C00169
map01100:Metabolic pathways	C00170
map01100:Metabolic pathways	C00173
map01100:Metabolic pathways	C00178
map01100:Metabolic pathways	C00179
map01100:Metabolic pathways	C00180
map01100:Metabolic pathways	C00181
map01100:Metabolic pathways	C00183
map01100:Metabolic pathways	C00184
map01100:Metabolic pathways	C00185
map01100:Metabolic pathways	C00186
map01100:Metabolic pathways	C00187
map01100:Metabolic pathways	C00188
map01100:Metabolic pathways	C00189
map01100:Metabolic pathways	C00190
map01100:Metabolic pathways	C00191
map01100:Metabolic pathways	C00192
map01100:Metabolic pathways	C00194
map01100:Metabolic pathways	C00195
map01100:Metabolic pathways	C00197
map01100:Metabolic pathways	C00198
map01100:Metabolic pathways	C00199
map01100:Metabolic pathways	C00203
map01100:Metabolic pathways	C00204
map01100:Metabolic pathways	C00206
map01100:Metabolic pathways	C00207
map01100:Metabolic pathways	C00208
map01100:Metabolic pathways	C00209
map01100:Metabolic pathways	C00212
map01100:Metabolic pathways	C00213
map01100:Metabolic pathways	C00214
map01100:Metabolic pathways	C00216
map01100:Metabolic pathways	C00217
map01100:Metabolic pathways	C00218
map01100:Metabolic pathways	C00219
map01100:Metabolic pathways	C00221
map01100:Metabolic pathways	C00222
map01100:Metabolic pathways	C00223
map01100:Metabolic pathways	C00224
map01100:Metabolic pathways	C00227
map01100:Metabolic pathways	C00229
map01100:Metabolic pathways	C00230
map01100:Metabolic pathways	C00231
map01100:Metabolic pathways	C00232
map01100:Metabolic pathways	C00233
map01100:Metabolic pathways	C00234
map01100:Metabolic pathways	C00235
map01100:Metabolic pathways	C00236
map01100:Metabolic pathways	C00237
map01100:Metabolic pathways	C00239
map01100:Metabolic pathways	C00242
map01100:Metabolic pathways	C00243
map01100:Metabolic pathways	C00244
map01100:Metabolic pathways	C00245
map01100:Metabolic pathways	C00246
map01100:Metabolic pathways	C00247
map01100:Metabolic pathways	C00249
map01100:Metabolic pathways	C00250
map01100:Metabolic pathways	C00251
map01100:Metabolic pathways	C00252
map01100:Metabolic pathways	C00253
map01100:Metabolic pathways	C00254
map01100:Metabolic pathways	C00255
map01100:Metabolic pathways	C00256
map01100:Metabolic pathways	C00257
map01100:Metabolic pathways	C00258
map01100:Metabolic pathways	C00259
map01100:Metabolic pathways	C00261
map01100:Metabolic pathways	C00262
map01100:Metabolic pathways	C00263
map01100:Metabolic pathways	C00266
map01100:Metabolic pathways	C00267
map01100:Metabolic pathways	C00268
map01100:Metabolic pathways	C00269
map01100:Metabolic pathways	C00270
map01100:Metabolic pathways	C00272
map01100:Metabolic pathways	C00275
map01100:Metabolic pathways	C00279
map01100:Metabolic pathways	C00280
map01100:Metabolic pathways	C00283
map01100:Metabolic pathways	C00286
map01100:Metabolic pathways	C00288
map01100:Metabolic pathways	C00294
map01100:Metabolic pathways	C00295
map01100:Metabolic pathways	C00296
map01100:Metabolic pathways	C00299
map01100:Metabolic pathways	C00300
map01100:Metabolic pathways	C00301
map01100:Metabolic pathways	C00302
map01100:Metabolic pathways	C00307
map01100:Metabolic pathways	C00309
map01100:Metabolic pathways	C00310
map01100:Metabolic pathways	C00311
map01100:Metabolic pathways	C00312
map01100:Metabolic pathways	C00313
map01100:Metabolic pathways	C00314
map01100:Metabolic pathways	C00315
map01100:Metabolic pathways	C00319
map01100:Metabolic pathways	C00320
map01100:Metabolic pathways	C00322
map01100:Metabolic pathways	C00323
map01100:Metabolic pathways	C00325
map01100:Metabolic pathways	C00327
map01100:Metabolic pathways	C00328
map01100:Metabolic pathways	C00329
map01100:Metabolic pathways	C00330
map01100:Metabolic pathways	C00331
map01100:Metabolic pathways	C00332
map01100:Metabolic pathways	C00333
map01100:Metabolic pathways	C00334
map01100:Metabolic pathways	C00337
map01100:Metabolic pathways	C00338
map01100:Metabolic pathways	C00341
map01100:Metabolic pathways	C00344
map01100:Metabolic pathways	C00345
map01100:Metabolic pathways	C00346
map01100:Metabolic pathways	C00350
map01100:Metabolic pathways	C00352
map01100:Metabolic pathways	C00353
map01100:Metabolic pathways	C00354
map01100:Metabolic pathways	C00355
map01100:Metabolic pathways	C00356
map01100:Metabolic pathways	C00357
map01100:Metabolic pathways	C00360
map01100:Metabolic pathways	C00361
map01100:Metabolic pathways	C00362
map01100:Metabolic pathways	C00363
map01100:Metabolic pathways	C00364
map01100:Metabolic pathways	C00365
map01100:Metabolic pathways	C00366
map01100:Metabolic pathways	C00369
map01100:Metabolic pathways	C00371
map01100:Metabolic pathways	C00372
map01100:Metabolic pathways	C00376
map01100:Metabolic pathways	C00378
map01100:Metabolic pathways	C00379
map01100:Metabolic pathways	C00380
map01100:Metabolic pathways	C00381
map01100:Metabolic pathways	C00383
map01100:Metabolic pathways	C00385
map01100:Metabolic pathways	C00386
map01100:Metabolic pathways	C00387
map01100:Metabolic pathways	C00388
map01100:Metabolic pathways	C00389
map01100:Metabolic pathways	C00390
map01100:Metabolic pathways	C00392
map01100:Metabolic pathways	C00394
map01100:Metabolic pathways	C00395
map01100:Metabolic pathways	C00398
map01100:Metabolic pathways	C00399
map01100:Metabolic pathways	C00401
map01100:Metabolic pathways	C00402
map01100:Metabolic pathways	C00406
map01100:Metabolic pathways	C00407
map01100:Metabolic pathways	C00408
map01100:Metabolic pathways	C00409
map01100:Metabolic pathways	C00410
map01100:Metabolic pathways	C00411
map01100:Metabolic pathways	C00413
map01100:Metabolic pathways	C00415
map01100:Metabolic pathways	C00416
map01100:Metabolic pathways	C00417
map01100:Metabolic pathways	C00418
map01100:Metabolic pathways	C00422
map01100:Metabolic pathways	C00423
map01100:Metabolic pathways	C00424
map01100:Metabolic pathways	C00426
map01100:Metabolic pathways	C00427
map01100:Metabolic pathways	C00429
map01100:Metabolic pathways	C00430
map01100:Metabolic pathways	C00431
map01100:Metabolic pathways	C00433
map01100:Metabolic pathways	C00436
map01100:Metabolic pathways	C00437
map01100:Metabolic pathways	C00438
map01100:Metabolic pathways	C00439
map01100:Metabolic pathways	C00440
map01100:Metabolic pathways	C00441
map01100:Metabolic pathways	C00445
map01100:Metabolic pathways	C00446
map01100:Metabolic pathways	C00447
map01100:Metabolic pathways	C00448
map01100:Metabolic pathways	C00449
map01100:Metabolic pathways	C00450
map01100:Metabolic pathways	C00455
map01100:Metabolic pathways	C00458
map01100:Metabolic pathways	C00459
map01100:Metabolic pathways	C00460
map01100:Metabolic pathways	C00461
map01100:Metabolic pathways	C00463
map01100:Metabolic pathways	C00464
map01100:Metabolic pathways	C00468
map01100:Metabolic pathways	C00469
map01100:Metabolic pathways	C00470
map01100:Metabolic pathways	C00473
map01100:Metabolic pathways	C00474
map01100:Metabolic pathways	C00475
map01100:Metabolic pathways	C00479
map01100:Metabolic pathways	C00482
map01100:Metabolic pathways	C00483
map01100:Metabolic pathways	C00486
map01100:Metabolic pathways	C00487
map01100:Metabolic pathways	C00488
map01100:Metabolic pathways	C00489
map01100:Metabolic pathways	C00490
map01100:Metabolic pathways	C00491
map01100:Metabolic pathways	C00492
map01100:Metabolic pathways	C00493
map01100:Metabolic pathways	C00497
map01100:Metabolic pathways	C00498
map01100:Metabolic pathways	C00499
map01100:Metabolic pathways	C00500
map01100:Metabolic pathways	C00501
map01100:Metabolic pathways	C00502
map01100:Metabolic pathways	C00504
map01100:Metabolic pathways	C00506
map01100:Metabolic pathways	C00507
map01100:Metabolic pathways	C00508
map01100:Metabolic pathways	C00509
map01100:Metabolic pathways	C00511
map01100:Metabolic pathways	C00512
map01100:Metabolic pathways	C00514
map01100:Metabolic pathways	C00515
map01100:Metabolic pathways	C00519
map01100:Metabolic pathways	C00521
map01100:Metabolic pathways	C00522
map01100:Metabolic pathways	C00523
map01100:Metabolic pathways	C00524
map01100:Metabolic pathways	C00526
map01100:Metabolic pathways	C00527
map01100:Metabolic pathways	C00530
map01100:Metabolic pathways	C00531
map01100:Metabolic pathways	C00532
map01100:Metabolic pathways	C00533
map01100:Metabolic pathways	C00534
map01100:Metabolic pathways	C00535
map01100:Metabolic pathways	C00540
map01100:Metabolic pathways	C00541
map01100:Metabolic pathways	C00543
map01100:Metabolic pathways	C00544
map01100:Metabolic pathways	C00545
map01100:Metabolic pathways	C00546
map01100:Metabolic pathways	C00547
map01100:Metabolic pathways	C00550
map01100:Metabolic pathways	C00552
map01100:Metabolic pathways	C00555
map01100:Metabolic pathways	C00556
map01100:Metabolic pathways	C00558
map01100:Metabolic pathways	C00559
map01100:Metabolic pathways	C00561
map01100:Metabolic pathways	C00565
map01100:Metabolic pathways	C00566
map01100:Metabolic pathways	C00568
map01100:Metabolic pathways	C00570
map01100:Metabolic pathways	C00573
map01100:Metabolic pathways	C00575
map01100:Metabolic pathways	C00576
map01100:Metabolic pathways	C00577
map01100:Metabolic pathways	C00580
map01100:Metabolic pathways	C00581
map01100:Metabolic pathways	C00582
map01100:Metabolic pathways	C00583
map01100:Metabolic pathways	C00584
map01100:Metabolic pathways	C00588
map01100:Metabolic pathways	C00590
map01100:Metabolic pathways	C00593
map01100:Metabolic pathways	C00596
map01100:Metabolic pathways	C00601
map01100:Metabolic pathways	C00603
map01100:Metabolic pathways	C00606
map01100:Metabolic pathways	C00617
map01100:Metabolic pathways	C00618
map01100:Metabolic pathways	C00620
map01100:Metabolic pathways	C00621
map01100:Metabolic pathways	C00624
map01100:Metabolic pathways	C00627
map01100:Metabolic pathways	C00628
map01100:Metabolic pathways	C00630
map01100:Metabolic pathways	C00631
map01100:Metabolic pathways	C00632
map01100:Metabolic pathways	C00633
map01100:Metabolic pathways	C00634
map01100:Metabolic pathways	C00636
map01100:Metabolic pathways	C00637
map01100:Metabolic pathways	C00639
map01100:Metabolic pathways	C00641
map01100:Metabolic pathways	C00642
map01100:Metabolic pathways	C00643
map01100:Metabolic pathways	C00644
map01100:Metabolic pathways	C00645
map01100:Metabolic pathways	C00647
map01100:Metabolic pathways	C00652
map01100:Metabolic pathways	C00655
map01100:Metabolic pathways	C00664
map01100:Metabolic pathways	C00665
map01100:Metabolic pathways	C00666
map01100:Metabolic pathways	C00668
map01100:Metabolic pathways	C00669
map01100:Metabolic pathways	C00671
map01100:Metabolic pathways	C00672
map01100:Metabolic pathways	C00673
map01100:Metabolic pathways	C00674
map01100:Metabolic pathways	C00679
map01100:Metabolic pathways	C00680
map01100:Metabolic pathways	C00681
map01100:Metabolic pathways	C00682
map01100:Metabolic pathways	C00683
map01100:Metabolic pathways	C00684
map01100:Metabolic pathways	C00685
map01100:Metabolic pathways	C00688
map01100:Metabolic pathways	C00689
map01100:Metabolic pathways	C00691
map01100:Metabolic pathways	C00692
map01100:Metabolic pathways	C00693
map01100:Metabolic pathways	C00695
map01100:Metabolic pathways	C00696
map01100:Metabolic pathways	C00697
map01100:Metabolic pathways	C00700
map01100:Metabolic pathways	C00705
map01100:Metabolic pathways	C00714
map01100:Metabolic pathways	C00718
map01100:Metabolic pathways	C00719
map01100:Metabolic pathways	C00721
map01100:Metabolic pathways	C00726
map01100:Metabolic pathways	C00729
map01100:Metabolic pathways	C00734
map01100:Metabolic pathways	C00735
map01100:Metabolic pathways	C00739
map01100:Metabolic pathways	C00740
map01100:Metabolic pathways	C00744
map01100:Metabolic pathways	C00745
map01100:Metabolic pathways	C00748
map01100:Metabolic pathways	C00750
map01100:Metabolic pathways	C00751
map01100:Metabolic pathways	C00755
map01100:Metabolic pathways	C00760
map01100:Metabolic pathways	C00762
map01100:Metabolic pathways	C00763
map01100:Metabolic pathways	C00774
map01100:Metabolic pathways	C00777
map01100:Metabolic pathways	C00780
map01100:Metabolic pathways	C00783
map01100:Metabolic pathways	C00785
map01100:Metabolic pathways	C00786
map01100:Metabolic pathways	C00788
map01100:Metabolic pathways	C00789
map01100:Metabolic pathways	C00791
map01100:Metabolic pathways	C00792
map01100:Metabolic pathways	C00793
map01100:Metabolic pathways	C00794
map01100:Metabolic pathways	C00795
map01100:Metabolic pathways	C00798
map01100:Metabolic pathways	C00800
map01100:Metabolic pathways	C00802
map01100:Metabolic pathways	C00804
map01100:Metabolic pathways	C00805
map01100:Metabolic pathways	C00811
map01100:Metabolic pathways	C00813
map01100:Metabolic pathways	C00814
map01100:Metabolic pathways	C00817
map01100:Metabolic pathways	C00818
map01100:Metabolic pathways	C00819
map01100:Metabolic pathways	C00820
map01100:Metabolic pathways	C00822
map01100:Metabolic pathways	C00826
map01100:Metabolic pathways	C00827
map01100:Metabolic pathways	C00828
map01100:Metabolic pathways	C00829
map01100:Metabolic pathways	C00831
map01100:Metabolic pathways	C00835
map01100:Metabolic pathways	C00836
map01100:Metabolic pathways	C00842
map01100:Metabolic pathways	C00844
map01100:Metabolic pathways	C00845
map01100:Metabolic pathways	C00846
map01100:Metabolic pathways	C00847
map01100:Metabolic pathways	C00853
map01100:Metabolic pathways	C00855
map01100:Metabolic pathways	C00857
map01100:Metabolic pathways	C00858
map01100:Metabolic pathways	C00859
map01100:Metabolic pathways	C00860
map01100:Metabolic pathways	C00861
map01100:Metabolic pathways	C00862
map01100:Metabolic pathways	C00864
map01100:Metabolic pathways	C00876
map01100:Metabolic pathways	C00877
map01100:Metabolic pathways	C00878
map01100:Metabolic pathways	C00879
map01100:Metabolic pathways	C00880
map01100:Metabolic pathways	C00881
map01100:Metabolic pathways	C00882
map01100:Metabolic pathways	C00884
map01100:Metabolic pathways	C00885
map01100:Metabolic pathways	C00887
map01100:Metabolic pathways	C00894
map01100:Metabolic pathways	C00898
map01100:Metabolic pathways	C00899
map01100:Metabolic pathways	C00903
map01100:Metabolic pathways	C00905
map01100:Metabolic pathways	C00909
map01100:Metabolic pathways	C00916
map01100:Metabolic pathways	C00921
map01100:Metabolic pathways	C00925
map01100:Metabolic pathways	C00927
map01100:Metabolic pathways	C00931
map01100:Metabolic pathways	C00935
map01100:Metabolic pathways	C00937
map01100:Metabolic pathways	C00940
map01100:Metabolic pathways	C00942
map01100:Metabolic pathways	C00944
map01100:Metabolic pathways	C00951
map01100:Metabolic pathways	C00954
map01100:Metabolic pathways	C00956
map01100:Metabolic pathways	C00957
map01100:Metabolic pathways	C00958
map01100:Metabolic pathways	C00961
map01100:Metabolic pathways	C00963
map01100:Metabolic pathways	C00965
map01100:Metabolic pathways	C00966
map01100:Metabolic pathways	C00973
map01100:Metabolic pathways	C00974
map01100:Metabolic pathways	C00975
map01100:Metabolic pathways	C00976
map01100:Metabolic pathways	C00978
map01100:Metabolic pathways	C00979
map01100:Metabolic pathways	C00984
map01100:Metabolic pathways	C00986
map01100:Metabolic pathways	C00988
map01100:Metabolic pathways	C00989
map01100:Metabolic pathways	C00990
map01100:Metabolic pathways	C00992
map01100:Metabolic pathways	C00993
map01100:Metabolic pathways	C01001
map01100:Metabolic pathways	C01005
map01100:Metabolic pathways	C01007
map01100:Metabolic pathways	C01010
map01100:Metabolic pathways	C01011
map01100:Metabolic pathways	C01013
map01100:Metabolic pathways	C01019
map01100:Metabolic pathways	C01020
map01100:Metabolic pathways	C01024
map01100:Metabolic pathways	C01026
map01100:Metabolic pathways	C01028
map01100:Metabolic pathways	C01031
map01100:Metabolic pathways	C01033
map01100:Metabolic pathways	C01035
map01100:Metabolic pathways	C01036
map01100:Metabolic pathways	C01037
map01100:Metabolic pathways	C01040
map01100:Metabolic pathways	C01041
map01100:Metabolic pathways	C01042
map01100:Metabolic pathways	C01043
map01100:Metabolic pathways	C01044
map01100:Metabolic pathways	C01045
map01100:Metabolic pathways	C01046
map01100:Metabolic pathways	C01050
map01100:Metabolic pathways	C01051
map01100:Metabolic pathways	C01054
map01100:Metabolic pathways	C01056
map01100:Metabolic pathways	C01059
map01100:Metabolic pathways	C01060
map01100:Metabolic pathways	C01061
map01100:Metabolic pathways	C01063
map01100:Metabolic pathways	C01068
map01100:Metabolic pathways	C01077
map01100:Metabolic pathways	C01079
map01100:Metabolic pathways	C01080
map01100:Metabolic pathways	C01081
map01100:Metabolic pathways	C01083
map01100:Metabolic pathways	C01087
map01100:Metabolic pathways	C01089
map01100:Metabolic pathways	C01091
map01100:Metabolic pathways	C01092
map01100:Metabolic pathways	C01094
map01100:Metabolic pathways	C01096
map01100:Metabolic pathways	C01097
map01100:Metabolic pathways	C01099
map01100:Metabolic pathways	C01100
map01100:Metabolic pathways	C01101
map01100:Metabolic pathways	C01102
map01100:Metabolic pathways	C01103
map01100:Metabolic pathways	C01104
map01100:Metabolic pathways	C01107
map01100:Metabolic pathways	C01110
map01100:Metabolic pathways	C01112
map01100:Metabolic pathways	C01113
map01100:Metabolic pathways	C01114
map01100:Metabolic pathways	C01115
map01100:Metabolic pathways	C01118
map01100:Metabolic pathways	C01120
map01100:Metabolic pathways	C01124
map01100:Metabolic pathways	C01127
map01100:Metabolic pathways	C01131
map01100:Metabolic pathways	C01132
map01100:Metabolic pathways	C01134
map01100:Metabolic pathways	C01137
map01100:Metabolic pathways	C01138
map01100:Metabolic pathways	C01142
map01100:Metabolic pathways	C01143
map01100:Metabolic pathways	C01144
map01100:Metabolic pathways	C01146
map01100:Metabolic pathways	C01149
map01100:Metabolic pathways	C01151
map01100:Metabolic pathways	C01152
map01100:Metabolic pathways	C01157
map01100:Metabolic pathways	C01159
map01100:Metabolic pathways	C01161
map01100:Metabolic pathways	C01163
map01100:Metabolic pathways	C01164
map01100:Metabolic pathways	C01165
map01100:Metabolic pathways	C01168
map01100:Metabolic pathways	C01170
map01100:Metabolic pathways	C01172
map01100:Metabolic pathways	C01176
map01100:Metabolic pathways	C01177
map01100:Metabolic pathways	C01179
map01100:Metabolic pathways	C01180
map01100:Metabolic pathways	C01181
map01100:Metabolic pathways	C01182
map01100:Metabolic pathways	C01185
map01100:Metabolic pathways	C01186
map01100:Metabolic pathways	C01187
map01100:Metabolic pathways	C01189
map01100:Metabolic pathways	C01190
map01100:Metabolic pathways	C01194
map01100:Metabolic pathways	C01197
map01100:Metabolic pathways	C01198
map01100:Metabolic pathways	C01204
map01100:Metabolic pathways	C01205
map01100:Metabolic pathways	C01209
map01100:Metabolic pathways	C01211
map01100:Metabolic pathways	C01212
map01100:Metabolic pathways	C01213
map01100:Metabolic pathways	C01216
map01100:Metabolic pathways	C01217
map01100:Metabolic pathways	C01218
map01100:Metabolic pathways	C01219
map01100:Metabolic pathways	C01220
map01100:Metabolic pathways	C01221
map01100:Metabolic pathways	C01222
map01100:Metabolic pathways	C01226
map01100:Metabolic pathways	C01227
map01100:Metabolic pathways	C01228
map01100:Metabolic pathways	C01231
map01100:Metabolic pathways	C01233
map01100:Metabolic pathways	C01234
map01100:Metabolic pathways	C01235
map01100:Metabolic pathways	C01236
map01100:Metabolic pathways	C01241
map01100:Metabolic pathways	C01242
map01100:Metabolic pathways	C01243
map01100:Metabolic pathways	C01245
map01100:Metabolic pathways	C01246
map01100:Metabolic pathways	C01250
map01100:Metabolic pathways	C01251
map01100:Metabolic pathways	C01252
map01100:Metabolic pathways	C01259
map01100:Metabolic pathways	C01260
map01100:Metabolic pathways	C01261
map01100:Metabolic pathways	C01262
map01100:Metabolic pathways	C01264
map01100:Metabolic pathways	C01267
map01100:Metabolic pathways	C01268
map01100:Metabolic pathways	C01269
map01100:Metabolic pathways	C01271
map01100:Metabolic pathways	C01272
map01100:Metabolic pathways	C01273
map01100:Metabolic pathways	C01274
map01100:Metabolic pathways	C01277
map01100:Metabolic pathways	C01278
map01100:Metabolic pathways	C01279
map01100:Metabolic pathways	C01284
map01100:Metabolic pathways	C01286
map01100:Metabolic pathways	C01290
map01100:Metabolic pathways	C01297
map01100:Metabolic pathways	C01300
map01100:Metabolic pathways	C01301
map01100:Metabolic pathways	C01302
map01100:Metabolic pathways	C01304
map01100:Metabolic pathways	C01312
map01100:Metabolic pathways	C01326
map01100:Metabolic pathways	C01346
map01100:Metabolic pathways	C01352
map01100:Metabolic pathways	C01367
map01100:Metabolic pathways	C01368
map01100:Metabolic pathways	C01380
